"MFHD_ID","BIB_ID","TITLE","AUTHOR","BEGIN_PUB_DATE","END_PUB_DATE","PUBLISHER","PUB_PLACE","DISPLAY_CALL_NO"
14704791,14714001,"Off the hinges of custom : Invisible-hand theories of morality / by Foster Eugene Heath, Jr. ","Heath, Foster Eugene, Jr., ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
12626241,12485454,Office of the poet : ministry and verse practice in the seventeenth century / by Tessie Loukia Prakas. ,"Prakas, Tessie Loukia, ","2014",,"Yale University, ","New Haven, Connecticut : ",
13436618,13393113,Official religion in the Neo-Assyrian royal inscriptions / by Shana Sara Zaia. ,"Zaia, Shana Sara, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
11500512,11350258,Offshore onshore : a history of the free zone on U.S. soil / by Dara Orenstein. ,"Orenstein, Dara, ","2013",,"[publisher not identified], ",[Place of publication not identified] : ,
5074882,4681684,Ogun worship in Idanre : iron and identity in a Yoruba town / by Robert Marcel Clyne. ,"Clyne, Robert Marcel. ","1998",,,,
14705607,14714817,"Oil shocks, demand for oil, and productivity slowdown: an analysis with the putty-semiputty hypothesis / by Tae-Dong Kim. ","Kim, Tae-Dong, ","1987",,"Yale University, ","[New Haven, Connecticut] : ",
9708858,9348927,Old Babylonian letters of petition and later individual lament prayers / by Keisuke Takai. ,"Takai, Keisuke. ","2009",,,,
12886400,12784024,Old English scholarship in England from 1566 to 1800 / by Eleanor N. Adams. ,"Adams, Eleanor Nathalie, ","1914",,"Yale University, ","[New Haven, Connecticut] : ",
4606343,4230132,"Olfactory receptor neuron identities are governed by acj6, a POU domain transcription factor / by Peter Jordan Clyne. ","Clyne, Peter Jordan. ","1998",,,,
12626425,12485694,Oligarchic mind : wealth and power in the political thought of John Adams / by Luke Mayville. ,"Mayville, Luke, ","2014",,"Yale University, ","New Haven, Connecticut : ",
11349610,11188423,Oligo-ubiquitination determines MHC II trafficking and regulates antigen presentation in dendritic cells and B cells / by Jessica Karwai Ma. ,"Ma, Jessica Karwai. ","2012",,,,
14940048,14955497,Omputational Investigations of Gas-Phase and Fluid Systems : The Modeling of Host-Guest Complexe / by Toan Ba Nguyen. ,"Nguyen, Toan Ba, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
6900962,6230980,On 13th century Spanish narrative : the collections of framed stories / by Carolina Saniￌﾁn Paz. ,"Saniￌﾁn Paz, Carolina. ","2003","2002",,,
14738044,14747931,On Automorphisms of Lie Algebras and Algebraic Groups / by David John Winter. ,"Winter, David John, ","1965",,"Yale University, ","[New Haven, Connecticut] : ",
13872940,13855998,"On Believing Our Eyes : Perception, Prediction and Justification / by Jessie Clare Munton. ","Munton, Jessie Clare, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
14868996,14882202,On Generalized Prolate Spheroidal Functions / by Philip Greengard. ,"Greengard, Philip, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
5053522,4660962,On Laguerre series in the complex domain / Evelyn Boyd. ,"Granville, Evelyn B. ","1949",,,,
5053523,4660962,On Laguerre series in the complex domain / Evelyn Boyd. ,"Granville, Evelyn B. ","1949",,,,
14571194,14574419,"On Lessing's politics : His dramatic fragments and ""Emilia Galotti"" / by Judith Ann Cushingham. ","Cushingham, Judith Ann, ","1987",,"Yale University, ","[New Haven, Connecticut] : ",
7311826,6583403,On Marcinkiewicz integrals and harmonic measure / by Ignacio de Uriarte y de Tuero. ,"Uriarte y de Tuero, Ignacio de. ","2004",,,,
14569637,14572863,On Models and Measures of information Asymmetries in Financial Markets / by Anat Ruth Admati. ,"Admati, Anat Ruth, ","1983",,"Yale University, ","[New Haven, Connecticut] : ",
14705539,14714749,"On Representations of Sl(2,F), Gl(2,F), Pgl(2,F) / by Baris Kendirli. ","Kendirli, Baris, ","1976",,"Yale University, ","[New Haven, Connecticut] : ",
14943538,14959531,On Some Algebraic Aspects Of Measure Preserving Transformations / by Roy Lee Adler. ,"Adler, Roy Lee, ","1961",,"Yale University, ","[New Haven, Connecticut] : ",
14943539,14959531,On Some Algebraic Aspects Of Measure Preserving Transformations / by Roy Lee Adler. ,"Adler, Roy Lee, ","1961",,"Yale University, ","[New Haven, Connecticut] : ",
14497477,14497248,"On Some degenerate principal series representations of U(n,n) / by Soo Teck Lee. ","Lee, Soo Teck, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
13543860,13504522,On The Climatic Impact of Thermodynamic Phase Partitioning of Mixed-Phase Clouds / by Ivy Tan. ,"Tan, Ivy, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14951793,14965108,On The Group Of Similitudes And Its Projective Group / by Maria Josefa Wonenburger. ,"Wonenburger, Maria Josefa, ","1957",,"Yale University, ","[New Haven, Connecticut] : ",
14951792,14965108,On The Group Of Similitudes And Its Projective Group / by Maria Josefa Wonenburger. ,"Wonenburger, Maria Josefa, ","1957",,"Yale University, ","[New Haven, Connecticut] : ",
13868715,13851476,"On Time Allocation, Income, and Economic Development / by Pablo Olmos. ","Olmos, Pablo, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
12136448,11403296,On abstract homomorphisms of the groups of rational points of algebaic groups and applications / by Igor Rapinchuk. ,"Rapinchuk, Igor, ","2013",,"Yale University, ","New Haven, Connecticut : ",
4956009,4566634,On conformal and vertex algebras / by Michael Roitman. ,"Roitman, Michael. ","2000",,,,
7085130,6436501,On convergence rates of the neighbor-joining method for phylogeny reconstruction / by Michelle R. Lacey. ,"Lacey, Michelle R. ","2003",,,,
14305978,14301593,On dyonic black holes and cosmic censorship / by Ibrahim Semiz. ,"Semiz, Ibrahim, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14497549,14497320,"On ethnographic cinema : ""Race,"" science and spectacle, 1895-1933 / by Fatimah Tobing Rony. ","Rony, Fatimah Tobing, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14497412,14497183,On expressing the mutation of state in a functional programming language / by Juan Carlos Guzman. ,"Guzman, Juan Carlos, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
7645561,7000580,On finite presentability of some pro-p groups and related questions / by Mikhail V. Ershov. ,"Ershov, Mikhail V. ","2005",,,,
9933636,9595346,On intrusion : an exploration of an early modern literary mode / by Erin Elizabeth Peterson. ,"Peterson, Erin Elizabeth. ","2010",,,,
11416282,11258572,On mean curvature flow and weak solutions / by Joseph J.S. Lauer. ,"Lauer, Joseph J. S. ","2012",,,,
5140025,4745162,"On northupite, pirssonite, a new mineral : gay-lusite, from Borax Lake, San Bernardino County, California / by J.H. Pratt. ","Pratt, Joseph Hyde, 1870-1942. ","1896",,,,
12615840,12472235,On pens and needles : writing for demoiselles (1830-1914) / by Maryn Rae Santos. ,"Santos, Maryn Rae, ","2013",,"Yale University, ","New Haven, Connecticut : ",
8824760,8384413,"On perilous ground : a social and environmental history of Escuintla on Guatemala's South Coast, 1928-1962 / by Stephen Kent O'Brien. ","O'Brien, Stephen Kent. ","2007",,,,
6874934,6199736,On specific scenarios in molecular evolution; Theoretical and computer simulation approaches / by Ashley James Rossiter Carter. ,"Carter, Ashley James Rossiter. ","2003",,,,
14570409,14573634,On tensor products of modules over the Virasoro algebra / by Murray Ronald Bremner. ,"Bremner, Murray Ronald, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
16035624,16100098,On the Co-Evolution of Life and Planetary Climate / by Yuan Sheng Terry Tang. ,"Tang, Yuan Sheng Terry, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
14738168,14748055,"On the Dynamic Structures of Dna, Nucleosomes and Their Ligand Complexes / by Hen-Ming Wu. ","Wu, Hen-Ming, ","1982",,"Yale University, ","[New Haven, Connecticut] : ",
16035899,16100373,On the Epistemology of Concepts / by Michael Deigan. ,"Deigan, Michael, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
16035685,16100159,On the Synchrony and Diachrony of the Spanish Imperfective Domain : Contextual Modulation and Semantic Change / by Martiￌﾁn Fuchs. ,"Fuchs, Martiￌﾁn, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
4764194,4381615,"On the action of phenylhydrazine on acylthiocarbamic and acylimidothiocarbonic esters : pyrro-[Alpha, Beta]-diazole derivatives ; On the action of phenylhydrazine on benzoylpseudothioureas : 1,5-diphenyl-3-amino-pyrro-[Alpha, Beta]-diazole derivatives / b","Beardsley, Alling P. ","1902",,,,
4764195,4381615,"On the action of phenylhydrazine on acylthiocarbamic and acylimidothiocarbonic esters : pyrro-[Alpha, Beta]-diazole derivatives ; On the action of phenylhydrazine on benzoylpseudothioureas : 1,5-diphenyl-3-amino-pyrro-[Alpha, Beta]-diazole derivatives / b","Beardsley, Alling P. ","1902",,,,
12637788,12500162,On the analytical and numerical properties of the truncated Laplace transform / by Roy R. Lederman. ,"Lederman, Roy R., ","2014",,"Yale University, ","New Haven, Connecticut : ",
4764271,4381686,On the application of amyl alcohol to the separation of the alkaline earths / by Philip E. Browning. ,"Browning, Philip Embury, b. 1866. ","1892",,,,
7085384,6436843,On the automorphism tower of free nilpotent groups / by Martin Dimitrov Kassabov. ,"Kassabov, Martin Dimitrov. ","2003",,,,
10376463,10093692,On the autonomous nature of active goal pursuit / by Julie Yun-Ju Huang. ,"Huang, Julie Yun-Ju. ","2011",,,,
8200791,7733709,"On the border : cultures, immigration, and the struggle for identity in Fin-de-Sieￌﾀcle France / by Kathleen D. Cambor. ","Cambor, Kathleen D. ","2006",,,,
9230626,8818679,On the boundaries of prayer : talmudic ritual texts with addressees other than God / by Gerald Septimus. ,"Septimus, Gerald. ","2009",,,,
8887441,8200568,On the colored Jones polynomials of certain links / by Qihou Liu. ,"Liu, Qihou. ","2008",,,,
8090790,7599492,On the ecology of ectomycorrhizal networks between overstorey trees and seedlings in a New England forest stand / by Michael Gabriel Booth. ,"Booth, Michael Gabriel. ","2005",,,,
5140267,4745399,"On the epidote from Huntington, Mass., and comparison of its optical properties with those of other epidotes / Edwin H. Forbes. ","Forbes, Edwin H. ","1895",,,,
5059501,4666650,On the eve of the dark age : Qarni-Lim's palace at Tell Leilan / by Guￌﾈl Pulhan. ,"Pulhan, Guￌﾈl. ","2000",,,,
14738190,14748077,On the first Betti numbers of hyperbolic surfaces / by Xiaoxi Xue. ,"Xue, Xiaoxi, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
14706054,14715264,On the form and interpretation of inflectional anaphora / by Sung-Bum Lee. ,"Lee, Sung-Bum, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
5115240,4720958,On the heterarchical organization of human cognition : functional magnetic resonance imaging investigations of dual-task performance and the executive component of work memory / by Rachel Alison Adcock. ,"Adcock, Rachel Alison. ","1999",,,,
14571245,14574470,On the homology of groups of jets / by Pablo Ricardo Dartnell. ,"Dartnell, Pablo Ricardo, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
12759596,12647327,On the improved asymptotics for oscillatory solutions of second order ordinary differential equations / by Zhu Wang Heitman. ,"Heitman, Zhu Wang, ","2014",,"Yale University, ","[New Haven, Connecticut] : ",
14502804,14502907,"On the indignity of man : an essay on Boiardo's ""Orlando Innamorato"" / by Kathleen Crozier Egan. ","Egan, Kathleen Crozier, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14306256,14301899,On the inverse scattering problem for the Helmholtz equation in one dimension / by Yu Chen. ,"Chen, Yu, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
8892643,8195400,On the inverse scattering problem in the acoustic environment / by Ran Duan. ,"Duan, Ran. ","2008",,,,
5231009,4833957,"On the margins of literature : Mikhail Zoshchenko, Karel Polaￌﾁcￌﾌek, and the short story / by Elizabeth Astrid Papazian. ","Papazian, Elizabeth Astrid. ","2001",,,,
5251848,4854217,On the mechanical behavior of free-standing thin gold films / by Richhard D. Emery. ,"Emery, Richard D. ","2001",,,,
14305954,14301567,"On the numerical solution of one-dimensional integral and differential equations / by Harold Page Starr, Jr. ","Starr, Harold Page, Jr., ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
7093966,6447659,On the polynomial representations of Lie algebras / by Youngsun Yoon. ,"Yoon, Youngsun. ","2003",,,,
14502463,14502567,"On the roles of entrepreneurs, capital markets imperfections, and human capital in economic growth and development / by Hong-Yuan Chen. ","Chen, Hong-Yuan, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
13127173,13044648,On the solution of elliptic partial differential equations on regions with corners / by Kirill Serkh. ,"Serkh, Kirill, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
8231548,7767433,On the structure and function of Calcium/Calmodulin activated protein kinase II : crystal structure of the auto-inhibited kinase domain of Calcium/Calmodulin-dependent kinase II and small angle X-ray scattering and electron microscopic analysis of holoeny,"Rosenberg, Oren S. ","2006",,,,
14502239,14502342,On turnpike theorem of optimal capital theory when production technologies are linear / by Dong Gull Lee. ,"Lee, Dong Gull, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14704664,14713874,"On wargaming : a critique of strategic operational gaming / by John Thomas Hanley, Jr. ","Hanley, John Thomas, Jr., ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
14502731,14502834,On-line and approximation algorithms for network problems / by Dicky Chi Kwong Yan. ,"Yan, Dicky Chi Kwong, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
7640349,7091085,Oncogenic cooperation in Src-mediated tumor initiation and metastasis / by Laura Gabriela Pedraza. ,"Pedraza, Laura Gabriela. ","2005",,,,
14706055,14715265,Oncogenic herpesvirus encodes five novel U snRNas called HSURs / by Susanna In-Sun Lee. ,"Lee, Susanna In-Sun, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
13046467,12958425,One of us or one of them? : psychological responses to uncertainty about the sexual identity of others / by Kevin Andrew Oliveira Callender. ,"Oliveira Callender, Kevin Andrew, ","2015","2016","Yale University, ","[New Haven, Connecticut] : ",
7092382,6445937,One teacher : Jesus' teaching role in Matthew's Gospel / by John Yueh-Han Yieh. ,"Yieh, John Yueh-Han. ","2003",,,,
4952789,4563521,One vs. the many : minor characters and the space of the protagonist in the realist novel / by Alex Woloch. ,"Woloch, Alex. ","1998",,,,
8200983,7733918,"One- and two-dimensional simulations of diffusion flames using complex fuels and distributed-memory computing clusters / by James Albert Cooke, III. ","Cooke, James Albert. ","2006",,,,
13274060,2076722,One-point parts and the peak point conjecture / Brian James Cole. ,"Cole, Brian James. ","1968",,,,
16035884,16100358,Online Optimization : Convex and Submodular Functions / by Lin Chen. ,"Chen, Lin, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14502893,14502996,Online pose estimation and model matching / by Chien-Ping Lu. ,"Lu, Chien-Ping, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14705865,14715075,Ontogeny and tissue specificity of murine gamma/delta T cell receptor gene expression / by Susan Antoinette Kyes. ,"Kyes, Susan Antoinette, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
7092604,6446209,"Ontogeny, homology, and phylogenetic significance of anthropoid paranasal sinuses / by James Ballantine Rossie. ","Rossie, James Ballantine. ","2003",,,,
8889952,8453166,"Ontogeny, phylogeny, and ecology of the herpestid auditory bulla / by Alana Kawakami Gishlick. ","Gishlick, Alana Kawakami. ","2008",,,,
6710585,6011957,Ontology of Tocquevillean liberty / by John Allen Gould. ,"Gould, John Allen. ","2002",,,,
7551952,6983957,Ontology translation by ontology merging and automated reasoning / by Dejing Dou. ,"Dou, Dejing. ","2004",,,,
14502354,14502457,Ooka Shohei's writings on the Pacific War : the failure of the campaign for Leyte Island / by David C. Stahl. ,"Stahl, David C., ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
8881416,8444009,Open framework for certified system software / by Xinyu Feng. ,"Feng, Xinyu. ","2008",,,,
14502164,14502267,"Open or closed technology policy? india's regulation of technology licenses, foreign direct investment, and intellectual property / by Brian Todd Fikkert. ","Fikkert, Brian Todd, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
8067302,7556627,"Opening the land : tribes, state, and ethnicity in Qajar Iran, 1800-1911 / by Arash Khazeni. ","Khazeni, Arash. ","2005",,,,
6731286,6034053,"Opera in Arcadia : Rome, Florence and Venice in the Primo Settecento / by Ayana Okeeva Smith. ","Smith, Ayana Okeeva. ","2001",,,,
14706060,14715270,Operations research models for production planning / by Yew Sing Lee. ,"Lee, Yew Sing, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
5089739,4696082,Opiate addiction and neural plasticity : regulation of neurotrophic intracellular signaling pathways by chronic morphine / by Daniel Herman Wolf. ,"Wolf, Daniel Herman. ","2000",,,,
16035785,16100259,Opportunistic Politicians and Clientelism : Explaining Patronage Jobs and Vote Buying in Brazil / by Tiago Peterlevitz. ,"Peterlevitz, Tiago, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14705661,14714871,Opposition and representation: the fictions of Wyndham Lewis and James Joyce / by Scott Warren Klein. ,"Klein, Scott Warren, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
14943474,14959496,Optative Mode In Conditional And Conditional-relative Clauses In Greek / by James Turney Allen. ,"Allen, James Turney, ","1898",,"Yale University, ","[New Haven, Connecticut] : ",
13437225,13393802,Optical diagnostics applied to quantitative characterization of coflow laminar diffusion flames in microgravity and normal gravity / by Davide Giassi. ,"Giassi, Davide, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
13437104,13393656,Optical frequency comb generation in aluminum nitride micro-ring resonator / by Hojoong Jung. ,"Jung, Hojoong, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
8875718,8438184,Optical imaging and spatiotemporal quantification of stimulus-dependent modulation of whisker-evoked activity in mouse barrel cortex / by Douglas Jackson Davis. ,"Davis, Douglas Jackson. ","2008",,,,
14502930,14503033,Optical observations of black hole X-ray novae / by Jerome Arthur Orosz. ,"Orosz, Jerome Arthur, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
8218512,7753332,Optical production of ultracold polar molecules / by Jeremy Sage. ,"Sage, Jeremy. ","2006",,,,
8577017,8173588,Optical properties of metallic nanostructures / by Aric Warner Sanders. ,"Sanders, Aric Warner. ","2007",,,,
6734016,6037136,Optical resonances of two-dimensional microcavities with circular and non-circular shapes / by Andrew Wing On Poon. ,"Poon, Andrew Wing On. ","2002",,,,
8262350,7803492,Optical studies of dynamically interesting objects in Galactic globular clusters with Hubble Space Telescope / by Bing Zhao. ,"Zhao, Bing. ","2006",,,,
10077649,9767050,Optical study of ice grain boundaries / by Erik S. Thomson. ,"Thomson, Erik S. ","2011",,,,
16724100,16835190,"Optical, Mechanical and Thermal Properties of Superfluid Helium Drops Magnetically Levitated in Vacuum / by Brown Ii, Charles Daryl. ","Charles Daryl Brown Ii, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
6902524,6233013,"Optical/UV single-photon spectrometers using superconducting tunnel junctions / by Christopher Mogan Wilson, Jr. ","Wilson, Christopher Mogan. ","2003",,,,
5263660,4865709,Optically pumped NMR in the quantum hall regimes / by Pankaj Khandelwal. ,"Khandelwal, Pankaj. ","2001",,,,
5020143,4628563,Optically pumped NMR study of electron spin dynamics in the fractional quantum hall regime / by Nicholas Kuzma. ,"Kuzma, Nicholas. ","1999",,,,
13130634,13048394,Optically tracked interneuron dynamics during seizure initiation / by Mitra Lori Miri. ,"Miri, Mitra Lori, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
11387197,11228929,Optically tracking action potential and propagation in CNS neuron axonal arbors with voltage-sensitive dyes / by Amanda Joy Foust. ,"Foust, Amanda Joy. ","2012",,,,
14738043,14747930,Optimal Operation of Congestion Systems with Heterogeneous Arrivals and Servers / by Wayne Leslie Winston. ,"Winston, Wayne Leslie, ","1975",,"Yale University, ","[New Haven, Connecticut] : ",
14704951,14714161,Optimal communication primitives and graph embeddings on hypercubes / by Ching-Tien Ho. ,"Ho, Ching-Tien, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
14705408,14714618,Optimal variable cell histogram based on the sample spacings / by Yuichiro Kanazawa. ,"Kanazawa, Yuichiro, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
13120490,13037367,"Optimal voting rules in international organizations, with an application to the United Nations / by Johann Caro-Burnett. ","Caro-Burnett, Johann, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
8577747,8174452,Optimization and application of whole-brain cerebral blood volume functional MRI / by Amy Margaret Jane Scouten. ,"Scouten, Amy Margaret Jane. ","2007",,,,
9227048,8551406,Optimization and applications of a miniature protein scaffold / by Abby Maranda Hodges. ,"Hodges, Abby Maranda. ","2009",,,,
11520372,11308137,Optimization and synthesis of macrophage migration inhibitory factor antagonists / by Alissa Ann Hare. ,"Hare, Alissa Ann. ","2012",,,,
14502728,14502831,Optimization and transformation techniques for High Performance fortran / by Jan-Jan Wu. ,"Wu, Jan-Jan, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
9264532,8551584,Optimization of beta(3)-peptide structure and function with applications to a novel viral target / Danielle Amalie Guarracino. ,"Guarracino, Danielle Amalie. ","2008",,,,
9227295,8814638,Optimization of chemical cleaning of organic-fouled reverse osmosis membranes / by Wui Seng Ang. ,"Ang, Wui Seng. ","2008",,,,
7687498,7152119,Optimization of triplex-induced recombination / by Melissa Pauline Knauert. ,"Knauert, Melissa Pauline. ","2005",,,,
13868702,13851462,Optimizing T and Myeloid Cell Function in Chronic Viral Infection and Cancer / by Curtis Jamison Perry. ,"Perry, Curtis Jamison, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
10739249,10533699,Optimizing flourescence collection efficiency in multiphoton microscopy / by Joseph P. Zinter. ,"Zinter, Joseph P. ","2012",,,,
12138700,11944969,Optimizing the use of summary statistics in approximate Bayesian computation / by Yang Liu. ,"Liu, Yang, ","2013",,,,
8207816,7741565,Option pricing puzzles / by Xiangyang Li. ,"Li, Xiangyang. ","2006",,,,
5017600,4626093,Optiques : the modern French novel and epistemologies of vision / Andrea Reynald Goulet. ,"Goulet, Andrea Reynaldo. ","1999",,,,
13868622,13851367,Optomechanics with Superfluid Helium / by Anna Dmitriyevna Kashkanova. ,"Kashkanova, Anna Dmitriyevna, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
7085395,6436857,Orbits of exceptional groups and Jordan systems / by Sergei Krutelevich. ,"Krutelevich, Sergei. ","2003",,,,
4944430,4555396,"Orchestration and the analysis of tonal music : interaction between orchestration and other musical parameters in selected symphonic compositions, c. 1785-1835 / by Timothy Spence Cutler. ","Cutler, Timothy Spence. ","2000",,,,
14940067,14955516,Order and Chaos in the Works of Natsume Soￌﾄoseki / by Angela Pakwan Yiu. ,"Yiu, Angela Pakwan, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
12096793,11889842,Order and violence in postwar Guatemala / by Regina Anne Bateson. ,"Bateson, Regina Anne, ","2013",,,,
14869046,14882252,Order-of-Magnitude-Tighter Bound on the Electron Electric Dipole Moment / by Zack Lasner. ,"Lasner, Zack, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
13128594,13046133,Ordinary Jews in the Babylonian Talmud : rabbinic representations and historical interpretation / by Jonathan Aaron Pomeranz. ,"Pomeranz, Jonathan Aaron, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14502222,14502325,"Ordinary intercourse : Wordsworth's poetry, 1798-1800 / by Gregory Jones. ","Jones, Gregory, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14869143,14882349,Organic Proxy Reconstructions of Warm Past Climates / by James Robert Super. ,"Super, James, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
8245357,7784308,Organic phosphorus pollution : the fate of phytate in the Chesapeake Bay Watershed / by Jane Emily Hill. ,"Hill, Jane Emily. ","2006",,,,
12120785,11919223,"Organist-led community singing in the American picture palace, 1925-1933 / by Esther Marie Morgan-Ellis. ","Morgan-Ellis, Esther Marie, ","2013",,,,
14502483,14502587,Organization and characterization of genes for quinate degradation in Acinetobacter calcoaceticus / by David Allen Elsemore. ,"Elsemore, David Allen, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
14705907,14715117,Organization and development of the cerebral commissures in the rhesus monkey / by Anthony-Samuel LaMantia. ,"LaMantia, Anthony-Samuel, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
13129551,13047215,Organization and function of Drosophila odorant binding proteins / by Nikki K. Larter. ,"Larter, Nikki K., ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
5205704,4809449,Organization of occludin and claudins at epithelial tight junctions / by Laura Leigh Mitic. ,"Mitic, Laura Leigh. ","2000",,,,
13436757,13393261,Organizational foundations of economic development / by Valentina A. Assenova. ,"Assenova, Valentina A., ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
14571197,14574422,Organizational response to AIDS : the politics of policy-setting / by Melinda A. Cuthbert. ,"Cuthbert, Melinda A., ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
8592773,8191739,Organizational theory of social movement success in a transnational context / by Nandini Deo. ,"Deo, Nandini. ","2007",,,,
14502815,14502918,"Organizational, institutional and cultural analysis of New Haven, Connecticut's response to the AIDS epidemic / by Paul Stephen Galatowitsch. ","Galatowitsch, Paul Stephen, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14954405,14966535,"Organized Religion And Stratification In A New England Community / by Harold C. Yeager, Jr. ","Yeager, Harold C., Jr., ","1954",,"Yale University, ","[New Haven, Connecticut] : ",
9667679,9310807,"Organizing Shanghai's youth : communist, nationalist, and collaborationist strategies, 1920-1942 / by Kristin Mulready-Stone. ","Mulready-Stone, Kristin. ","2009",,,,
8591894,8190742,"Organizing community : defying dictatorship in working-class Santiago de Chile, 1973-1983 / by Alison J. Bruey. ","Bruey, Alison J. ","2008",,,,
7315279,6716369,Organizing ideologies of motherhood / by Carla M. Eastis. ,"Eastis, Carla M. ","2004",,,,
13112429,13029053,Organizing power : elite networks and authoritarian stability / by Julia Choucair-Vizoso. ,"Choucair-Vizoso, Julia, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
13543902,13504567,Organocatalytic Enantioselective Addition of Carbon and Sulfur Nucleophiles to Trisubstituted Nitroalkenes / by James Patrick Phelan. ,"Phelan, James Patrick, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14569731,14572957,Organometallic Conformational Equilibria : Barriers to Intramolecular Interconversions / by Andrew Stephen Anderson. ,"Anderson, Andrew Stephen, ","1971",,"Yale University, ","[New Haven, Connecticut] : ",
14706393,14715603,"Organometallic chemistry of molybdenum and tungsten--I, II. High oxidation molybdenum and tungsten complexes--III. Carbonyl and nitrosyl molybdenum and tungsten complexes of tris(2-pyridyl)methane / by Yinong Ma. ","Ma, Yinong, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
14868796,14882002,Orientation and Morphology Control of Block Copolymers Using External Fields / by Youngwoo Choo. ,"Choo, Youngwoo, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
12780916,12672548,Orientational and spatial control of ZnO nanorods in functional composite thin films by self- and directed-assembly / by Candice Inez Pelligra. ,"Pelligra, Candice Inez, ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
16035688,16100162,Origin and Function of Directional Spontaneous Retinal Waves in Mouse Visual System Development / by Xinxin Ge. ,"Ge, Xinxin, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14704629,14713840,Origin and development of Schoenberg's twelve-tone method / by Fusako Hamao. ,"Hamao, Fusako, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
12636728,12498732,Origin and early evolutionary history of primates : systematics and paleobiology of primitive plesiadapiforms / by Stephen Gregory Benson Chester. ,"Chester, Stephen Gregory Benson, ","2013","2014","Yale University, ","New Haven, Connecticut : ",
4387439,4021746,Origin of the UV upturn in elliptical galaxies / by Sukyoung Yi. ,"Yi, Sukyoung. ","1996",,,,
